rev_id	comment	year	logged_in	ns	sample	split
611968453.0	`NEWLINE_TOKENNEWLINE_TOKEN::: @``Dougweller`` Please, don't provoke me to go into further discussion. I will tell you briefly - you can check, that AFTER he didn't answer me and ignored me while continuing editing the article his way, I suggested that he makes his contributions by consciously misinterpreting the sources. That's what I'm blocked for and what I'm sorry for. I guess if I was attacked noone would defend me so bravely as you defend the user ``Drmies``. It's very nice.NEWLINE_TOKEN::: @Bbb23 - How come you say that my promises are not worth much? As I said - I DIDN'T KNOW that suggesting, that someone is conscciously misinterpreting the sources is classified as a ``personal attack``. Don't treat me like trash please, I have some rights, and my promise is a true promise as I am a man of honor. I will not attack the user ``Drmies`` personally again. I will just discuss things with him politely, ask him question if needed, that's what I promise. Thanks.   `	2014	True	user	blocked	test
697894131.0	NEWLINE_TOKEN::If that information was stored on the account, it was exposed, please fill out the form too. Thanks.  	2016	True	article	blocked	test
18106298.0	NEWLINE_TOKEN::You have yet to identify where my edits violated policy.  4 July 2005 02:58 (UTC)NEWLINE_TOKENNEWLINE_TOKEN	2005	True	user	random	dev
188124988.0	NEWLINE_TOKENNEWLINE_TOKEN: And Joe Camel, where is he?? *hic*   	2008	True	article	blocked	test
349270198.0	`LOl I have been thinking about doing it for a while, but it such an annoying task. I was so tempted to rid of all of it and re-write myself, but no doubt I'd miss a lot out.... but the bad thing I noticed is that all storylines are written in past tense which is not how fictional characters storylines are meant to be written as it's not real... so I've got to copy edit whats left... haha Then I'll start adding reception, development etc... I felt like I'd brought Paul Robinson's auto-biography. )   NEWLINE_TOKENNEWLINE_TOKEN`	2010	True	user	random	dev
94167991.0	NEWLINE_TOKENNEWLINE_TOKEN== Baristarim on Turkey ==NEWLINE_TOKENHe is trying to make turkey look like a country of stone age illiterates and worst of all attribute this to Kurds in a very racist way. I have tried to revert his very poor additions, but he is very stubborn about it. Help save the image of Turkey, turks and kurds and stop this wacko	2006	True	user	blocked	dev
112656921.0	NEWLINE_TOKEN::: Can you tell us how you know this? ~  	2007	True	article	random	train
149208273.0	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Yankees rule, boston sucks ==NEWLINE_TOKENNEWLINE_TOKEN'nuff said.	2007	False	article	blocked	train
140194718.0	NEWLINE_TOKENNEWLINE_TOKEN== P4k ==NEWLINE_TOKENNEWLINE_TOKENIf what you do in Wikipedia is delete things people worked on, why in the world are you logged on to wikipedia. Say, do you delete things for...enjoyment? Or do you delete things for a good reason? How would you feel if I went to one page you did and deleted the whole thing and wrote on it FUCK YOU!!!! How would you feel?	2007	True	article	blocked	train
7316619.0	NEWLINE_TOKENNEWLINE_TOKENA few too many spoilers for future volumes.  Editing.	2004	False	article	random	test
420439706.0	NEWLINE_TOKEN:I am; and you'll be happy to know i'm not a vandal. My edit was supposed to highlight the idiocy of the dragon example. Do you even care what the article in question is about? Because, if you don't, your patrolling is just as arbitrary as any bot's, and much more inexcusable. I'm reinstating the edit, once more.	2011	False	user	blocked	train
296462625.0	`NEWLINE_TOKEN:Sure. Anything in particular? It's pretty boring here, waiting a week on average for a single comment on my FAC Wikipedia:Featured article candidates/Early life of Keith Miller/archive1 '  (') NEWLINE_TOKEN== Raun Kaufman ==NEWLINE_TOKENNEWLINE_TOKENHi YellowMonkey, I was wondering if this picture of Raun Kaufman, is copyright infringement, and if not could you upload it to the Raun Kaufman article. Thanx!  .  NEWLINE_TOKEN:Unless there is evidence stating it is public domain/freeware then the assumption s that it's not '  (') `	2009	True	user	random	train
308531559.0	It honestly seems like Christgau is simply trolling Radiohead material, and various other Alternative Rock musicians too. He is constantly giving out 1 star ratings, and his reviews are, to be honest, very amateurish. I highly suggest removing his reviews from not just this article, but all Wikipedia articles. Unless wikipedia considers any person on the Internet as a viable source.NEWLINE_TOKENNEWLINE_TOKEN	2009	False	article	random	train
607523272.0	`NEWLINE_TOKENNEWLINE_TOKEN== Copyright problem ==NEWLINE_TOKENNEWLINE_TOKENHi,NEWLINE_TOKENNEWLINE_TOKENI have got a copyright violation problem stating ``This article appears to contain material copied from http://www.av.it.pt/4TELL/news_DL_EH.html``NEWLINE_TOKENNEWLINE_TOKENHowever, the duplication detector report (https://tools.wmflabs.org/dupdet/compare.php?url1=http%3A%2F%2Fen.wikipedia.org%2Fw%2Fapi.php%3Faction%3Dquery%26prop%3Drevisions%26titles%3DEkram_Hossain%26rvlimit%3D1%26rvprop%3Dcontent%26rvstart%3D20140506224843&url2;=http%3A%2F%2Fwww.av.it.pt%2F4TELL%2Fnews_DL_EH.html&minwords;=2&minchars;=13&removequotations;=&removenumbers;=) states the the copied text mainly are noun and few data and which are not directly copied from the source as well. NEWLINE_TOKENNEWLINE_TOKENI would therefore request to review the copyright violation.NEWLINE_TOKENNEWLINE_TOKENThanks,  `	2014	True	article	random	test
173347278.0	NEWLINE_TOKENNEWLINE_TOKEN::::I am not employed by the town, nor have I ever been. Even if they sections I added are inappropriate for the article, please explain how they were added by members the town government when I was the one who did so.NEWLINE_TOKENNEWLINE_TOKEN::::The media and education sections were based off of the Charlottesville, Virginia article. I am going to add the education section back since you said it was okay, as well as adding the mayor and town manager back to the info box.NEWLINE_TOKENNEWLINE_TOKEN::::Thanks for the criticisms.  	2007	True	user	random	dev
286602844.0	NEWLINE_TOKENNEWLINE_TOKEN== Nangparbat ==NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENBalawaristan National FrontNEWLINE_TOKENControversial issues surrounding Slumdog MillionaireNEWLINE_TOKENPoverty in IndiaNEWLINE_TOKENSrinagarNEWLINE_TOKEN  	2009	True	user	random	train
422653620.0	`NEWLINE_TOKEN:Hi. Do you mean the box that says ``This article is an orphan, as few or no other articles link to it.`` on the article Gobar Times? That has been added manually and can only be removed manually by editing the page, but you should only do that when you have satisfied the issue it describes. If you check the ``What links here`` link in the Toolbox section in the column at the left of the article, you'll see nothing links to it, which is what that is about. So you'd need to find other articles where a link to Gobar Times would be appropriate, and add them.    `	2011	True	user	random	test
650377033.0	`== March 2015 ==NEWLINE_TOKEN    `	2015	True	user	random	train
190338699.0	`NEWLINE_TOKENNEWLINE_TOKENIt's a kind thing you're doing by offering to archive User pages, Truco. Don't be discouraged by those with attitude problems. Cheers!   `	2008	True	user	blocked	train
224685632.0	NEWLINE_TOKENNEWLINE_TOKEN:Can you cite a source saying where Wray first used the power chord?   	2008	True	user	random	train
664109331.0	NEWLINE_TOKENNEWLINE_TOKEN: They were deleted by   	2015	True	article	blocked	train
228472912.0	Please note - after creating this I was made aware of a similar page here: Talk:Obama/Article_probation.  I'll work this out and likely redirect this page to that one shortly.  Please bear with me for the moment and sorry for any confusion.    NEWLINE_TOKENNEWLINE_TOKEN	2008	True	article	random	test
440255783.0	NEWLINE_TOKENNEWLINE_TOKEN== Requested move ==NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENHokitika, New Zealand →  – Appears to be unnecessary disambiguation per Wikipedia:Naming conventions (New Zealand). I would normally consider this uncontroversial but there may be some specific NZ issue of which I am unaware.   	2011	True	article	random	train
96444900.0	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN*, Thanks for moving the fleet off the main page.  Just that change alone makes the page flow much better.  Sorry about the mess up yesterday with the edit, usually Wikipedia will notifies when there was another edit in between your edits, but it didn't happen yesterday.NEWLINE_TOKEN 	2006	True	article	random	train
51868768.0	NEWLINE_TOKENNEWLINE_TOKEN== Circumcision advocacy ==NEWLINE_TOKENNEWLINE_TOKENCould you keep an eye on Circumcision advocacy.  I'm having an odd problem with  reverting over and over again in support of Jayjg, but without the least bit of explanation.  I've sent him a polite message but I'm not sure if he'll respond productively.  Since I've done my 3 reverts, I would hate to imagine that he would be allowed to succeed in removing text simply on the basis of a technicality.  One more reason WP:IAR is a good idea! Anyhow, please take a look and do whatever you think is necessary.  	2006	True	user	blocked	train
